Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021),Province or Territory Abbreviation
Swift Current No. 137,405.0,215.0,55.0,35.0,15.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,1932.0,3.3,1100.47,1.8,Sask.
Switsemalph,75.0,35.0,20.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,127.0,64.6,4.79,43.6,B.C.
Switsemalph 3,45.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,71.0,-9.9,5.44,11.8,B.C.
Sylvan Lake,1555.0,620.0,250.0,40.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,40.0,25.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,5.8,15995.0,14816.0,8.0,23.09,692.8,Alta.
T'Sou-ke,35.0,10.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,230.0,225.0,2.2,0.75,307.8,B.C.
Taber,1375.0,450.0,250.0,165.0,72.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,22.5,0.0,5.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7447.0,7098.0,4.9,4160.47,1.8,Alta.
Tabusintac 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,100.0,22.11,0.9,N.B.
Tache 1,25.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,401.0,-0.2,8.98,44.5,B.C.
Taché,435.0,355.0,295.0,60.0,35.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.2,11916.0,11568.0,3.0,580.64,20.5,Man.
Tacla Lake (Ferry Landing) 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.72,20.7,B.C.
Tadinlay 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,B.C.
Tadoussac,140.0,40.0,30.0,0.0,10.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,799.0,1.9,52.73,15.4,Que.
Tagish,10.0,0.0,0.0,0.0,10.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,249.0,24.9,45.26,6.9,Y.T.
Tahltan 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,B.C.
Tahsis,35.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,248.0,58.5,5.26,74.7,B.C.
Tall Cree 173,30.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,250.0,12.8,37.09,7.6,Alta.
Tall Cree 173A,15.0,30.0,0.0,15.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,201.0,224.0,-10.3,53.66,3.7,Alta.
Taloyoak,40.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,6.0,934.0,1029.0,-9.2,35.38,26.4,Nvt.
Tantallon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,91.0,-7.7,0.84,99.6,Sask.
Tarbutt and Tarbutt Additional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,534.0,7.3,52.79,10.9,Ont.
Taschereau,35.0,15.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,963.0,-6.7,246.97,3.6,Que.
Tasiujaq,22.5,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,3.45,12.5,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,420.0,369.0,13.8,65.53,6.4,Que.
Tatla West 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,B.C.
Tatla't East 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-100.0,0.7,0.0,B.C.
Tay Valley,25.0,70.0,50.0,10.0,20.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5925.0,5665.0,4.6,528.67,11.2,Ont.
Taylor,55.0,210.0,15.0,50.0,15.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1317.0,1469.0,-10.3,16.92,77.8,B.C.
Tecumseh,3240.0,5845.0,1425.0,225.0,85.0,18.2,0.0,15.0,20.0,30.0,30.0,48.0,115.0,25.0,10.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,55.0,30.0,25.0,0.0,0.0,12.9,23300.0,23229.0,0.3,94.59,246.3,Ont.
Tecumseh No. 65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,271.0,-5.9,798.92,0.3,Sask.
Tehkummah,20.0,15.0,10.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,436.0,3.2,131.7,3.4,Ont.
Telkwa,85.0,95.0,15.0,10.0,15.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.0,1327.0,11.1,7.04,209.5,B.C.
Temagami,65.0,30.0,0.0,15.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,23.0,862.0,802.0,7.5,1878.12,0.5,Ont.
Temiskaming Shores,1910.0,1255.0,325.0,85.0,65.0,15.5,0.0,25.0,15.0,0.0,15.0,46.0,180.0,35.0,20.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,0.0,0.0,5.4,9634.0,9920.0,-2.9,176.67,54.5,Ont.
Terra Nova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,73.0,35.6,2.44,40.7,N.L.
Terrace,3930.0,1030.0,70.0,85.0,25.0,10.2,10.0,15.0,15.0,0.0,0.0,19.5,270.0,155.0,55.0,0.0,10.0,14.7,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,12017.0,11643.0,3.2,57.33,209.6,B.C.
Terrace Bay,450.0,105.0,15.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.0,1611.0,-5.2,151.5,10.1,Ont.
Terrasse-Vaudreuil,50.0,65.0,40.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1887.0,1986.0,-5.0,1.06,1782.4,Que.
Terrebonne,7945.0,13015.0,6210.0,1540.0,850.0,21.9,140.0,300.0,255.0,125.0,240.0,38.1,980.0,445.0,55.0,25.0,0.0,11.0,95.0,50.0,10.0,0.0,0.0,14.0,250.0,45.0,25.0,20.0,15.0,13.0,119944.0,111575.0,7.5,153.76,780.1,Que.
Terrell No. 101,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,241.0,-12.9,837.04,0.3,Sask.
Terrenceville,30.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,482.0,-7.5,15.12,29.5,N.L.
Teslin,57.5,10.0,0.0,0.0,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93,0.0,Y.T.
Tessier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,1.0,24.9,Sask.
Teulon,230.0,120.0,55.0,35.0,20.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,1196.0,1201.0,-0.4,3.23,370.3,Man.
Thames Centre,795.0,1060.0,455.0,100.0,60.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,135.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.0,28.8,13980.0,13191.0,6.0,433.99,32.2,Ont.
The Archipelago,35.0,25.0,25.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,26.0,979.0,531.0,84.4,592.14,1.7,Ont.
The Blue Mountains,820.0,860.0,310.0,140.0,170.0,23.3,0.0,20.0,25.0,0.0,0.0,23.2,145.0,25.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,3.8,9390.0,7025.0,33.7,284.65,33.0,Ont.
The Dalles 38C,30.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,194.0,-7.2,33.69,5.3,Ont.
The Gap No. 39,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,199.0,-9.0,795.76,0.2,Sask.
The Narrows 49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.0,1000.0,24.09,2.3,Man.
The North Shore,45.0,25.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,497.0,6.8,230.17,2.3,Ont.
The Pas,1725.0,455.0,210.0,0.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,105.0,25.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,54.0,5639.0,5369.0,5.0,44.69,126.2,Man.
Theik 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,36.0,33.3,0.34,141.7,B.C.
Theodore,10.0,20.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,315.0,323.0,-2.5,1.51,208.4,Sask.
Thessalon,265.0,65.0,70.0,35.0,20.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,1286.0,-2.0,4.38,287.5,Ont.
Thessalon 12,30.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,124.0,21.8,9.57,15.8,Ont.
Thetford Mines,5630.0,2805.0,825.0,225.0,205.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,315.0,95.0,40.0,0.0,0.0,10.5,15.0,0.0,0.0,0.0,0.0,3.4,80.0,20.0,0.0,0.0,0.0,10.4,26072.0,25403.0,2.6,225.97,115.4,Que.
Thomas Point 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,B.C.
Thomas Squinas Ranch 2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.56,2.0,B.C.
Thompson,1667.5,195.0,42.5,5.0,25.0,13.399999999999999,7.5,0.0,0.0,0.0,0.0,5.5,167.5,75.0,12.5,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.5,5.0,0.0,0.0,7.0,1518.0,1422.0,6.8,531.24,2.9,Man.
Thompson-Nicola A (Wells Gray Country),20.0,10.0,15.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,1493.0,5.4,7085.66,0.2,B.C.
Thompson-Nicola B (Thompson Headwaters),70.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,233.0,-1.3,5126.2,0.0,B.C.
Thompson-Nicola E (Bonaparte Plateau),0.0,20.0,0.0,10.0,10.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,1094.0,6.2,6625.5,0.2,B.C.
Thompson-Nicola J (Copper Desert Country),235.0,365.0,250.0,110.0,75.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,17.0,1796.0,1580.0,13.7,3285.56,0.5,B.C.
Thompson-Nicola M (Beautiful Nicola Valley - North),80.0,40.0,20.0,0.0,10.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1637.0,1598.0,2.4,3845.3,0.4,B.C.
Thompson-Nicola N (Beautiful Nicola Valley - South),0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,762.0,-5.9,2341.58,0.3,B.C.
Thompson-Nicola P (Rivers and the Peaks),40.0,30.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.3,4098.0,3672.0,11.6,1546.56,2.6,B.C.
Thorhild County,120.0,135.0,95.0,35.0,20.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3042.0,3254.0,-6.5,1997.17,1.5,Alta.
Thorne,25.0,10.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,448.0,17.9,173.09,3.1,Que.
Thornloe,65.0,45.0,15.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,112.0,-17.9,6.59,14.0,Ont.
Thorold,1695.0,2140.0,595.0,135.0,105.0,18.2,25.0,10.0,20.0,20.0,10.0,30.4,130.0,10.0,10.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,25.0,0.0,0.0,12.8,23816.0,18801.0,26.7,83.29,285.9,Ont.
Thorsby,160.0,170.0,70.0,20.0,35.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,967.0,985.0,-1.8,3.8,254.6,Alta.
Three Hills,635.0,240.0,60.0,60.0,65.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,7.2,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,3042.0,3212.0,-5.3,6.74,451.2,Alta.
Three Lakes No. 400,25.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,598.0,21.2,770.76,0.9,Sask.
Thunder Bay,19220.0,13780.0,2607.5,647.5,580.0,15.15,232.5,405.0,485.0,162.5,117.5,30.1,1405.0,765.0,265.0,40.0,20.0,13.9,15.0,12.5,0.0,0.0,0.0,23.4,427.5,132.5,50.0,0.0,140.0,28.05,108843.0,107909.0,0.9,327.77,332.1,Ont.
Thunderchild First Nation 115B,55.0,10.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,706.0,0.0,58.33,12.1,Sask.
Thunderchild First Nation 115C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,-23.5,7.76,3.3,Sask.
Thurso,170.0,195.0,85.0,20.0,10.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3084.0,2818.0,9.4,6.65,463.8,Que.
Tide Head,30.0,20.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,938.0,1.4,19.34,49.2,N.B.
Tillsonburg,2850.0,1880.0,790.0,360.0,170.0,18.3,0.0,0.0,0.0,0.0,0.0,30.0,185.0,75.0,15.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,15.0,0.0,0.0,12.7,18615.0,15872.0,17.3,22.2,838.6,Ont.
Tilt Cove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.1,1.6,N.L.
Timber Bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,82.0,-1.2,5.99,13.5,Sask.
Timiskaming,2357.5,1110.0,507.5,267.5,380.0,15.700000000000001,5.0,15.0,12.5,0.0,10.0,22.8,250.0,70.0,22.5,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,65.0,22.5,0.0,0.0,0.0,5.65,541.0,539.0,0.4,18.39,29.4,Que.
"Timiskaming, Unorganized, East Part",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,248.55,0.0,Ont.
"Timiskaming, Unorganized, West Part",10.0,0.0,10.0,10.0,10.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210.0,3257.0,-1.4,10199.8,0.3,Ont.
Timmins,6895.0,3600.0,1075.0,285.0,370.0,15.6,120.0,210.0,150.0,35.0,40.0,32.2,600.0,330.0,55.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,200.0,30.0,30.0,10.0,15.0,16.7,41145.0,41788.0,-1.5,2955.33,13.9,Ont.
Tin Wis 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.14,188.0,B.C.
Tingwick,80.0,45.0,40.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,1410.0,5.2,169.48,8.8,Que.
